cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	Concepticon_Gloss	Concepticon_ID	concept_url	list_type
the Sigule-Salang list	908	bawa	NA	maan	moon	bulan	510	515	618	TRUE									MOON	1313	https://concepticon.clld.org/parameters/1313	NBL
the Sigule-Salang list	909	bawah	NA	een maand	one month	satu bulan	-	-	619	FALSE									MONTH	1370	https://concepticon.clld.org/parameters/1370	NBL
the Sigule-Salang list	911	eadeu tarang	NA	maansverduistering	moon eclipse	gerhana bulan	511	516	620	FALSE									ECLIPSE	2285	https://concepticon.clld.org/parameters/2285	NBL
the Sigule-Salang list	912	bintoen	20	ster (als ze namen hebben, die opgeven)	star	bintang	512	517	621	TRUE			langi-bintoen	starry sky					STAR	1430	https://concepticon.clld.org/parameters/1430	NBL
the Sigule-Salang list	919	déˈoe (déwoe)	NA	regen	rain	hujan	513	518	626	TRUE									RAINING OR RAIN	2108	https://concepticon.clld.org/parameters/2108	NBL
the Sigule-Salang list	920	oehoen	NA	dauw	dew	embun	-	519	627	FALSE									DEW	1977	https://concepticon.clld.org/parameters/1977	NBL
the Sigule-Salang list	921	awan²	NA	wolk	cloud	awan	514	520	628	TRUE									CLOUD	1489	https://concepticon.clld.org/parameters/1489	NBL
the Sigule-Salang list	923	manhum	NA	regenboog	rainbow	pelangi	515	521	630	FALSE									RAINBOW	1733	https://concepticon.clld.org/parameters/1733	NBL
the Sigule-Salang list	924	lolo	NA	donder	thunder	guruh	516	522	631	FALSE									THUNDER	1150	https://concepticon.clld.org/parameters/1150	NBL
the Sigule-Salang list	925	batoe aar	NA	dondersteen	thunderstone	batu guntur	517	523	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	926	lolo	NA	bliksem	(flash of) lightning	kilat	-	-	632	FALSE									LIGHTNING	1654	https://concepticon.clld.org/parameters/1654	NBL
the Sigule-Salang list	927	doeloe	NA	aardbeving	earthquake	gempa bumi	518	524	633	FALSE									EARTHQUAKE	6	https://concepticon.clld.org/parameters/6	NBL
the Sigule-Salang list	928	nangi	NA	wind	wind	angin	519	525	634	TRUE									WIND	960	https://concepticon.clld.org/parameters/960	NBL
the Sigule-Salang list	929	nangi	NA	storm	storm	badai, angin ribut	520	526	635	FALSE									STORM	858	https://concepticon.clld.org/parameters/858	NBL
the Sigule-Salang list	930	idaneu	NA	water	water	air	521	527	636	TRUE									WATER	948	https://concepticon.clld.org/parameters/948	NBL
the Sigule-Salang list	931	taloeleuoe	NA	zee	sea	laut	522	528	637	TRUE	sea (ocean)								SEA	1474	https://concepticon.clld.org/parameters/1474	NBL
the Sigule-Salang list	932	doela idaneu	NA	eb	ebb	surut	523	529	-	FALSE									CEASE	1928	https://concepticon.clld.org/parameters/1928	NBL
the Sigule-Salang list	932	doela aoeloet	NA	eb	ebb	surut	523	529	-	FALSE									CEASE	1928	https://concepticon.clld.org/parameters/1928	NBL
the Sigule-Salang list	933	bawa²	NA	meer	lake	danau	-	-	638	TRUE									LAKE	624	https://concepticon.clld.org/parameters/624	NBL
the Sigule-Salang list	934	loefoe	NA	vloed	flood, tide	pasang	524	530	-	FALSE									HIGH TIDE	613	https://concepticon.clld.org/parameters/613	NBL
the Sigule-Salang list	935	bakĕt	NA	golf	wave	ombak	525	531	639	FALSE									WAVE	978	https://concepticon.clld.org/parameters/978	NBL
the Sigule-Salang list	936	bahat	NA	branding	breakers, surf	gelombang	526	532	-	FALSE									SURF	3132	https://concepticon.clld.org/parameters/3132	NBL
the Sigule-Salang list	937	loegoe	NA	baai	bay	teluk	527	533	640	FALSE									BAY	663	https://concepticon.clld.org/parameters/663	NBL
the Sigule-Salang list	938	fageting nahe	NA	strand	beach	pantai	528	534	641	FALSE									BEACH	3460	https://concepticon.clld.org/parameters/3460	NBL
the Sigule-Salang list	939	lala	NA	straat	strait(s)	selat	529	535	-	FALSE									STRAIT	1661	https://concepticon.clld.org/parameters/1661	NBL
the Sigule-Salang list	940	éné (fagalai)	21	zandbank	sandbank	busung pasir	530	536	642	FALSE			pinggir laoet						NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	941	langkin	NA	koraalrif	coral reef	karang	531	537	643	FALSE									REEF	660	https://concepticon.clld.org/parameters/660	NBL
the Sigule-Salang list	942/943	banoewàˈ	NA	land <unsp.>	land [ID_942]; land (state) [ID_943]	darat [ID_942]; negara [ID_943]	532	538	-	FALSE									NA	NA	NA	NBL
the Sigule-Salang list	944	oelaw	NA	eiland	island	pulau	533	539	645	FALSE									ISLAND	622	https://concepticon.clld.org/parameters/622	NBL
the Sigule-Salang list	945	oelaw eundeung	NA	landengte	isthmus	tanah genting	534	540	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	946	mataicheu	NA	landtong, kaap	cape	tanjung, ujung	535	541	646	FALSE									CAPE	1662	https://concepticon.clld.org/parameters/1662	NBL
the Sigule-Salang list	947	lheu lheu	22	berg	mountain	gunung	536	542	647	TRUE			taba toeng lheu²	mountain top	puncak gunung				MOUNTAIN	639	https://concepticon.clld.org/parameters/639	NBL
the Sigule-Salang list	947	lheu lheu	22	berg	mountain	gunung	536	542	647	TRUE			mange aanaai	mountain track	jalur gunung				MOUNTAIN	639	https://concepticon.clld.org/parameters/639	NBL
the Sigule-Salang list	948	lheu lheu itété	NA	heuvel	hill	bukit	565	572	648	FALSE									HILL	614	https://concepticon.clld.org/parameters/614	NBL
the Sigule-Salang list	950	toeroew-ilir	NA	dalen	to go down, to descend	turun	-	546	650	FALSE									GO DOWN (DESCEND)	2014	https://concepticon.clld.org/parameters/2014	NBL
the Sigule-Salang list	951	padang²	NA	vlakte	plain	dataran	537	544	651	FALSE									PLAIN	652	https://concepticon.clld.org/parameters/652	NBL
the Sigule-Salang list	952	aloen	NA	dal	valley	lembah	538	545	652	FALSE									VALLEY	921	https://concepticon.clld.org/parameters/921	NBL
the Sigule-Salang list	955	doeoe	NA	bos	forest, woods	hutan	539	547	655	TRUE	woods								FOREST	420	https://concepticon.clld.org/parameters/420	NBL
the Sigule-Salang list	957	deoe deoe	NA	kreupelbos	bush	belukar	540	548	657	FALSE									BUSH	1683	https://concepticon.clld.org/parameters/1683	NBL
the Sigule-Salang list	958	leuleu naiteu	NA	vulkaan	volcano	gunung berapi	566	573	-	FALSE									VOLCANO	2291	https://concepticon.clld.org/parameters/2291	NBL
the Sigule-Salang list	959	lala	23	weg	way, road	jalan	567	574	-	TRUE	road						“lala” dissimilation from “lalan”, reduplication of “lan”		PATH OR ROAD	2457	https://concepticon.clld.org/parameters/2457	NBL
the Sigule-Salang list	960	omboejoe	NA	modder	mud	lumpur	-	575	-	FALSE									MUD	640	https://concepticon.clld.org/parameters/640	NBL
the Sigule-Salang list	961	lai	NA	voetstap (spoor)	footstep (footprint)	bekas tapak kaki, jejak	-	576	658	FALSE									FOOTPRINT	318	https://concepticon.clld.org/parameters/318	NBL
the Sigule-Salang list	962	atéan banais	NA	grens	border, boundary	batas	569	578	660	FALSE									BORDER	2546	https://concepticon.clld.org/parameters/2546	NBL
the Sigule-Salang list	962	pere batasan	NA	grens	border, boundary	batas	569	578	660	FALSE									BORDER	2546	https://concepticon.clld.org/parameters/2546	NBL
the Sigule-Salang list	963	gelawa	24	rivier	river	sungai	570	579	661	TRUE			gelawa	river mouth	mulut sungai				RIVER	666	https://concepticon.clld.org/parameters/666	NBL
the Sigule-Salang list	964	ganetela	NA	brug	bridge	jembatan	-	580	662	FALSE									BRIDGE	1011	https://concepticon.clld.org/parameters/1011	NBL
the Sigule-Salang list	965	moedik	NA	stroomop (varen)	to go upstream	berlayar ke hulu	-	581	663	FALSE									SAIL	787	https://concepticon.clld.org/parameters/787	NBL
the Sigule-Salang list	967	mata i danau	NA	bron of oorsprong rivier	spring, source	mata air, sumber air	571	584	665	FALSE									SPRING (OF WATER)	849	https://concepticon.clld.org/parameters/849	NBL
the Sigule-Salang list	969	batoe	NA	steen	stone	batu	573	586	667	TRUE									STONE	857	https://concepticon.clld.org/parameters/857	NBL
the Sigule-Salang list	970	danew	NA	aarde (grond)	earth (ground)	tanah	574	587	668	TRUE	earth								EARTH (SOIL)	1228	https://concepticon.clld.org/parameters/1228	NBL
the Sigule-Salang list	971	néné	NA	zand	sand	pasir	575	588	669	TRUE									SAND	671	https://concepticon.clld.org/parameters/671	NBL
the Sigule-Salang list	973	maaghi	NA	ijzer	iron	besi	577	589	671	FALSE									IRON	621	https://concepticon.clld.org/parameters/621	NBL
the Sigule-Salang list	974	māchi	NA	koper	copper	tembaga	578	590	672	FALSE									COPPER	1825	https://concepticon.clld.org/parameters/1825	NBL
the Sigule-Salang list	975	máchi mèhépo	NA	brons	bronze	perunggu	579	591	-	FALSE									BRONZE	2313	https://concepticon.clld.org/parameters/2313	NBL
the Sigule-Salang list	976	pèraˈ	NA	zilver	silver	perak	580	592	673	FALSE									SILVER	759	https://concepticon.clld.org/parameters/759	NBL
the Sigule-Salang list	977	boelawa	NA	goud	gold	emas	581	593	674	FALSE									GOLD	1369	https://concepticon.clld.org/parameters/1369	NBL
the Sigule-Salang list	978	tin	NA	tin	tin	timah	582	594	-	FALSE									TIN (METAL)	893	https://concepticon.clld.org/parameters/893	NBL
the Sigule-Salang list	979	rangkoeng	NA	lood	lead	timah hitam	583	595	-	FALSE									LEAD (CHEMICAL ELEMENT)	627	https://concepticon.clld.org/parameters/627	NBL
the Sigule-Salang list	981	toekang machi	NA	smid	smith	pandai besi	-	611	676	FALSE									BLACKSMITH	1001	https://concepticon.clld.org/parameters/1001	NBL
the Sigule-Salang list	984	nachōˈ	NA	houtskool	charcoal	arang	-	613	679	FALSE									CHARCOAL	1188	https://concepticon.clld.org/parameters/1188	NBL
the Sigule-Salang list	985	dotōˈ	NA	hamer	hammer	martil	-	614	680	FALSE									HAMMER	1481	https://concepticon.clld.org/parameters/1481	NBL
the Sigule-Salang list	987	ingkip	NA	tang	tongs	sepit, tang	-	616	682	FALSE									TONGS	272	https://concepticon.clld.org/parameters/272	NBL
the Sigule-Salang list	989	ganoma	NA	slijpen	to sharpen, to grind	mengasah	-	618	684	FALSE									SHARPEN (SOMETHING)	251	https://concepticon.clld.org/parameters/251	NBL
the Sigule-Salang list	991	féeˈ	NA	geschenk	gift, present	hadiah, pemberian	634	648	-	FALSE									GIFT	2982	https://concepticon.clld.org/parameters/2982	NBL
the Sigule-Salang list	992	djandji	NA	onderhandelen	to negotiate	berunding	635	649	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	993	mada maikon	NA	vrede sluiten	to make peace	berdamai, mengadakan perdamaian	636	650	-	FALSE									PEACE	1338	https://concepticon.clld.org/parameters/1338	NBL
the Sigule-Salang list	995	atai omekat	NA	handelaar (grote, kleine)	merchant	saudagar, pedagang	638	652	686	FALSE									MERCHANT	1082	https://concepticon.clld.org/parameters/1082	NBL
the Sigule-Salang list	996	euchi banoewaˈ	NA	landbouwer	farmer	petani	612	629	-	FALSE									FARMER	979	https://concepticon.clld.org/parameters/979	NBL
the Sigule-Salang list	999	oedimeˈwe	NA	volgeling	follower	pengikut	615	630	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	1000	nefeu	NA	bondgenoot	ally	sekutu	630	644	-	FALSE									COMPANION	3978	https://concepticon.clld.org/parameters/3978	NBL
the Sigule-Salang list	1001	gedai	NA	winkel (grote, kleine, warong)	shop	toko, warung	639	653	687	FALSE									SHOP	746	https://concepticon.clld.org/parameters/746	NBL
the Sigule-Salang list	1002	<kasot?> gédé	NA	markt	market	pasar	640	654	688	FALSE									MARKET	633	https://concepticon.clld.org/parameters/633	NBL
the Sigule-Salang list	1003	menekat	NA	handeldrijven, handelen	to trade	berdagang	641	655	689	FALSE									TRADE	898	https://concepticon.clld.org/parameters/898	NBL
the Sigule-Salang list	1004	meunĕkat	NA	koopwaren	merchandise	barang dagangan	642	656	690	FALSE									MERCHANDISE	3406	https://concepticon.clld.org/parameters/3406	NBL
the Sigule-Salang list	1005	délum	NA	naald	needle	jarum	-	657	691	FALSE									NEEDLE (FOR SEWING)	1382	https://concepticon.clld.org/parameters/1382	NBL
the Sigule-Salang list	1006	mengafae	NA	naaien	to sew	menjahit	-	-	692	TRUE	sew								SEW	1457	https://concepticon.clld.org/parameters/1457	NBL
the Sigule-Salang list	1007	fateu	NA	prijs	price	harga	643	658	693	FALSE									PRICE	657	https://concepticon.clld.org/parameters/657	NBL
the Sigule-Salang list	1008	oentoeng	NA	winst	profit	untung, laba	644	659	694	FALSE									BENEFIT	2929	https://concepticon.clld.org/parameters/2929	NBL
the Sigule-Salang list	1009	roegi	NA	verlies, schade	loss	rugi	645	660	695	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	1010	euli-niuli	NA	kopen	to buy	membeli	646	661	696	FALSE									BUY	1869	https://concepticon.clld.org/parameters/1869	NBL
the Sigule-Salang list	1011	mahal	NA	duur	expensive	mahal	647	662	697	FALSE									EXPENSIVE	1426	https://concepticon.clld.org/parameters/1426	NBL
the Sigule-Salang list	1012	moerah	NA	goedkoop	cheap	murah	648	663	698	FALSE									CHEAP	1887	https://concepticon.clld.org/parameters/1887	NBL
the Sigule-Salang list	1013	geumeu	NA	schuld	debt	hutang	649	664	699	FALSE									DEBT	1914	https://concepticon.clld.org/parameters/1914	NBL
the Sigule-Salang list	1015	bajan geumeuni	NA	betalen	to pay	membayar	651	666	701	FALSE									PAY	718	https://concepticon.clld.org/parameters/718	NBL
the Sigule-Salang list	1016	mongafāˈ	NA	verkopen	to sell	menjual	652	667	702	FALSE									SELL	1571	https://concepticon.clld.org/parameters/1571	NBL
the Sigule-Salang list	1017/1018	fafaln	25	lenen <unsp.>	to borrow [ID_1017]; to lend to [ID_1018]	meminjam [ID_1017]; meminjamkan [ID_1018]	653	668	703	FALSE			fafaln, nélali, ateufan						BORROW	1823	https://concepticon.clld.org/parameters/1823	NBL
the Sigule-Salang list	1017/1018	nélali	25	lenen <unsp.>	to borrow [ID_1017]; to lend to [ID_1018]	meminjam [ID_1017]; meminjamkan [ID_1018]	653	668	703	FALSE			fafaln, nélali, ateufan						BORROW	1823	https://concepticon.clld.org/parameters/1823	NBL
the Sigule-Salang list	1017/1018	ateufan	25	lenen <unsp.>	to borrow [ID_1017]; to lend to [ID_1018]	meminjam [ID_1017]; meminjamkan [ID_1018]	653	668	703	FALSE			fafaln, nélali, ateufan						BORROW	1823	https://concepticon.clld.org/parameters/1823	NBL
the Sigule-Salang list	1019	toekar	NA	ruilen	to exchange	menukar	654	669	704	FALSE									EXCHANGE	2509	https://concepticon.clld.org/parameters/2509	NBL
the Sigule-Salang list	1020	laufèfateuni	NA	bieden	to offer	mempersembahkan	655	670	-	FALSE									DONATE	196	https://concepticon.clld.org/parameters/196	NBL
the Sigule-Salang list	1021	nohe afaj	NA	verpanden	to pawn	menggadaikan	656	671	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	1022	tawar	NA	afdingen	to bargain	menawar	657	672	705	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	1022	mèfatoehoe	NA	afdingen	to bargain	menawar	657	672	705	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	1025	gambatoe	26	schaal	a pair of scales	timbangan	659	673	-	FALSE			gambatoe keba				large		SCALES (MEASURE INSTRUMENT)	2783	https://concepticon.clld.org/parameters/2783	NBL
the Sigule-Salang list	1026-1028	kati	27	maten en gewichten <unsp.>	measures and weights (length) [ID_1026]; measures and weights (mass) [ID_1027]; measures and weights (volume and capacity) [ID_1028]	ukuran dan berat (panjang) [ID_1026]; ukuran dan berat (berat) [ID_1027]; ukuran dan berat (isi dan kapasitas) [ID_1028]	660	674	-	FALSE				a weight	timbangan				NA	NA	NA	NBL
the Sigule-Salang list	1026-1028	dàsing	27	maten en gewichten <unsp.>	measures and weights (length) [ID_1026]; measures and weights (mass) [ID_1027]; measures and weights (volume and capacity) [ID_1028]	ukuran dan berat (panjang) [ID_1026]; ukuran dan berat (berat) [ID_1027]; ukuran dan berat (isi dan kapasitas) [ID_1028]	660	674	-	FALSE				a weight	timbangan				NA	NA	NA	NBL
the Sigule-Salang list	1026-1028	kati	27	maten en gewichten <unsp.>	measures and weights (length) [ID_1026]; measures and weights (mass) [ID_1027]; measures and weights (volume and capacity) [ID_1028]	ukuran dan berat (panjang) [ID_1026]; ukuran dan berat (berat) [ID_1027]; ukuran dan berat (isi dan kapasitas) [ID_1028]	660	674	-	FALSE			teula	weights					NA	NA	NA	NBL
the Sigule-Salang list	1026-1028	dàsing	27	maten en gewichten <unsp.>	measures and weights (length) [ID_1026]; measures and weights (mass) [ID_1027]; measures and weights (volume and capacity) [ID_1028]	ukuran dan berat (panjang) [ID_1026]; ukuran dan berat (berat) [ID_1027]; ukuran dan berat (isi dan kapasitas) [ID_1028]	660	674	-	FALSE			teula	weights					NA	NA	NA	NBL
the Sigule-Salang list	1026-1028	kati	27	maten en gewichten <unsp.>	measures and weights (length) [ID_1026]; measures and weights (mass) [ID_1027]; measures and weights (volume and capacity) [ID_1028]	ukuran dan berat (panjang) [ID_1026]; ukuran dan berat (berat) [ID_1027]; ukuran dan berat (isi dan kapasitas) [ID_1028]	660	674	-	FALSE			ieklang	to weigh	timbang				NA	NA	NA	NBL
the Sigule-Salang list	1026-1028	dàsing	27	maten en gewichten <unsp.>	measures and weights (length) [ID_1026]; measures and weights (mass) [ID_1027]; measures and weights (volume and capacity) [ID_1028]	ukuran dan berat (panjang) [ID_1026]; ukuran dan berat (berat) [ID_1027]; ukuran dan berat (isi dan kapasitas) [ID_1028]	660	674	-	FALSE			ieklang	to weigh	timbang				NA	NA	NA	NBL
the Sigule-Salang list	1029/1030	kapan	NA	schip <unsp.>	ship (trading vessel) [ID_1029]; ship (warship) [ID_1030]	kapal dagang [ID_1029]; kapal perang [ID_1030]	661	675	-	FALSE		originally: <unps.>, which should be <unsp.> (typo)							SHIP	740	https://concepticon.clld.org/parameters/740	NBL
the Sigule-Salang list	1031	kapan apoei	NA	stoomboot	steamboat	kapal uap	662	676	-	FALSE									BOAT	1844	https://concepticon.clld.org/parameters/1844	NBL
the Sigule-Salang list	1033	billōˈ (nofo²)	NA	prauw	proa, canoe	perahu	664	678	707	FALSE									CANOE	1970	https://concepticon.clld.org/parameters/1970	NBL
the Sigule-Salang list	1035	tiang kapan	NA	mast	mast	tiang perahu	665	679	709	FALSE									MAST	184	https://concepticon.clld.org/parameters/184	NBL
the Sigule-Salang list	1037	malenjo	NA	zeilen	to sail	berlayar	666	680	711	FALSE									SAIL	787	https://concepticon.clld.org/parameters/787	NBL
the Sigule-Salang list	1038	oefeung	NA	roer	rudder, helm	kemudi	667	681	712	FALSE									RUDDER	108	https://concepticon.clld.org/parameters/108	NBL
the Sigule-Salang list	1039	oefeung	NA	sturen	to sail	mengemudi	-	-	713	FALSE									SAIL	787	https://concepticon.clld.org/parameters/787	NBL
the Sigule-Salang list	1040	boedaloe	NA	(roei) riem, pagaai	oar, paddle	pengayuh	668	682	714	FALSE									OAR OR PADDLE	3318	https://concepticon.clld.org/parameters/3318	NBL
